Id,Reputation,CreationDate,Views,UpVotes,DownVotes
1424,51,6020804,1,0,0
1426,101,6050867,1,1,0
1434,299,6127376,55,18,0
1435,111,6169468,16,0,0
1436,443,6170573,22,1,0
1437,101,6177749,0,1,0
1439,133,6195741,26,0,0
1440,101,6201239,0,0,0
1441,31,6202843,4,0,0
1442,101,6205588,0,0,0
1443,672,6205818,91,149,0
1445,278,6212719,33,41,0
1446,1,6215976,3,0,0
1448,111,6247864,1,5,0
1451,193,6294162,23,4,0
1455,101,6333030,1,0,0
1456,265,6353443,36,8,0
1457,101,6354717,1,0,0
1458,108,6356631,26,22,0
1459,143,6357768,11,0,0
1460,101,6359500,1,0,0
1462,101,6370892,0,0,0
1463,123,6371246,3,12,0
1464,21,6372201,1,0,0
1465,101,6388323,0,4,0
1466,114,6394912,10,19,1
1467,101,6406934,0,0,0
1468,101,6411892,0,0,0
1472,101,6440675,0,0,0
1474,118,6449562,3,6,0
1475,347,6453277,12,10,2
1479,41,6465092,6,0,0
1480,101,6468836,0,0,0
1483,101,6501257,1,2,0
1486,101,6542276,0,0,0
1487,101,6543998,0,0,0
1488,101,6550010,2,0,0
1489,141,6550317,2,0,0
1490,198,6560777,16,1,0
1493,101,6632722,0,0,0
1494,101,6641510,3,0,0
1495,111,6683050,11,0,0
1496,559,6685746,114,49,0
1497,131,6694811,3,2,0
1498,101,6701491,0,0,0
1499,1282,6702767,146,189,1
1500,101,6710960,0,0,0
1501,181,6727230,15,0,0
1503,6,6760355,0,0,0
1504,73,6776472,5,1,0
1505,121,6779719,3,0,0
1508,101,6790212,6,0,0
1510,101,6812727,0,0,0
1512,148,6866501,27,3,0
1513,809,6896646,84,12,3
1514,111,6897883,22,3,0
1515,232,6900989,29,24,0
1516,128,6950805,5,1,0
1517,101,6951846,3,1,0
1518,101,6955016,0,12,0
1520,153,6979369,3,2,0
1522,118,6986733,4,0,0
1524,101,7031650,2,0,0
1525,101,7047275,2,0,0
1526,21,7055442,13,1,0
1531,234,7073565,26,2,0
1533,101,7136165,3,3,0
1537,288,7173376,30,10,1
1538,370,7180159,25,37,0
1539,111,7190556,3,0,0
1540,1794,7193239,129,70,4
1542,148,7238227,36,38,0
1543,101,7239552,5,6,0
1545,48,7268545,5,1,0
1548,101,7308785,0,3,0
1549,1067,7323656,93,7,8
1553,156,7348571,0,5,0
1555,101,7377653,1,0,0
1558,95,7397654,6,1,0
1560,101,7403356,0,2,0
1563,101,7416121,0,0,0
1564,122,7426136,19,5,0
1566,355,7433047,23,10,0
1569,3015,7470306,188,151,2
1571,101,7478387,0,3,0
1573,673,7486633,162,26,0
1574,118,7493947,3,0,0
1576,101,7495555,0,2,0
1577,101,7514222,4,39,0
1578,101,7516469,0,0,0
1580,101,7534364,2,1,0
1582,101,7544395,0,0,0
1583,352,7568962,55,12,4
1585,198,7581427,31,0,0
1586,139,7583432,7,32,0
1590,101,7616490,0,0,0
1591,101,7632817,8,32,0
1592,101,7641740,0,3,0
1595,106,7660291,0,1,0
1596,101,7664291,0,0,0
1598,13,7671855,2,0,0
1599,101,7676141,0,0,0
1600,56,7676522,1,1,0
1603,26,7695814,9,0,0
1607,131,7803393,2,0,0
1609,21,7833956,6,0,0
1611,155,7865219,7,18,0
1612,101,7872616,0,0,0
1614,37,7893048,19,29,0
1615,6,7909845,1,0,0
1616,101,7930341,0,3,0
1618,204,7937080,44,17,0
1620,238,7963945,1,4,0
1622,101,7972848,3,0,0
1623,156,7976336,9,3,0
1626,21,7999219,2,0,0
1627,66,8000871,6,0,0
1629,101,8015978,3,0,0
1633,101,8037679,1,0,0
1636,362,8065356,45,12,0
1637,72,8065486,13,0,0
1640,290,8070640,31,24,1
1641,18,8070832,3,1,0
1643,615,8077429,122,195,0
1644,101,8080912,0,0,0
1645,83,8087123,18,6,0
1647,21,8095115,11,0,0
1649,6,8105862,6,0,0
1654,101,8137694,0,0,0
1655,126,8159678,3,0,0
1657,1058,8174597,204,44,6
1658,101,8180123,9,29,0
1659,101,8181058,0,0,0
1660,1,8185339,0,0,0
1663,147,8221710,46,5,0
1666,11,8235539,2,0,0
1667,101,8237741,1,0,0
1670,1589,8257847,209,35,0
1673,101,8262770,5,2,0
1675,101,8289635,1,0,0
1678,101,8300576,0,8,0
1679,3536,8316007,382,164,8
1680,11,8323547,3,0,0
1681,133,8334320,12,2,0
1683,106,8353078,3,1,0
1686,101,8366309,0,1,0
1689,82,8399691,37,19,0
1691,101,8413700,2,1,0
1692,101,8413905,0,0,0
1694,176,8449305,5,0,0
1698,1,8481176,2,0,0
1699,58,8491411,20,1,0
1700,108,8491678,3,1,0
1701,101,8494901,0,0,0
1704,31,8525113,4,0,0
1706,124,8547673,33,0,0
1709,1094,7454232,230,160,5
1716,176,8608221,16,1,0
1720,441,8662255,65,38,0
1723,1,8674827,2,0,0
1724,123,8676488,11,14,0
1725,73,8686403,17,7,0
1727,61,8692751,7,0,0
1730,101,8709934,1,1,0
1731,101,8718555,0,0,0
1735,106,8755273,22,7,0
1737,459,8772698,38,32,0
1739,8772,8790354,881,154,8
1742,101,8846152,0,0,0
1746,111,8957167,8,0,0
1747,101,8959044,1,2,0
1749,101,8976545,2,0,0
1750,106,8989515,17,3,0
1751,101,9009114,0,0,0
1752,126,9021408,1,0,0
1753,101,9041015,0,0,0
1755,101,9045727,0,0,0
1756,171,9055119,10,16,1
1758,101,9070127,1,0,0
1760,335,9091268,7,8,0
1761,101,9091633,3,0,0
1762,197,9092293,18,2,0
1763,592,8580499,212,19,0
1764,7461,9135573,764,1264,8
1765,481,9147152,29,213,1
1766,238,9147705,36,60,0
1770,101,9194394,1,0,0
1771,101,9198766,0,1,0
1773,101,9208015,1,0,0
1775,101,9237860,0,0,0
1777,185,9256692,11,0,0
1782,101,9279032,1,5,0
1783,101,9283073,4,0,0
1784,41,9291862,2,0,0
1785,118,9297818,23,6,0
1786,128,9298023,20,5,0
1789,197,9312482,4,0,0
1790,101,9318653,0,0,0
1791,101,9322862,1,0,0
1793,158,9330948,18,8,0
1794,101,9343566,9,5,0
1795,352,1124762,40,5,1
1802,101,9360268,0,0,0
1803,178,9363004,2,5,0
1806,36,9388597,1,1,0
1807,101,9399176,1,0,0
1808,768,9410016,287,3,0
1809,51,9417454,20,0,0
1810,118,9420917,5,3,0
1812,101,9423701,2,1,0
1813,101,9425107,0,0,0
1815,256,9433212,25,12,0
1816,101,9449227,0,0,0
1818,425,9450500,54,18,1
1820,111,9456071,8,7,0
1821,101,9460343,0,2,0
1822,1,9461970,0,0,0
1823,101,9465533,2,0,0
1827,101,9469957,1,0,0
1829,123,9472000,34,7,0
1831,133,9479381,72,4,0
1832,101,9480353,0,4,0
1833,231,9480563,45,8,0
1834,221,9485195,34,32,0
1835,31,9487655,4,1,0
1837,101,9494189,1,0,0
1840,101,9498903,2,0,0
1841,16,9498961,5,0,0
1843,101,9499262,0,0,0
1844,101,9499345,1,0,0
1845,116,9499470,0,0,0
1846,101,9499498,1,0,0
1847,101,9499890,0,0,0
1849,1,9500245,0,0,0
1850,101,9500456,3,0,0
1853,101,9501235,7,0,0
1855,101,9501604,2,0,0
1856,31,9502025,4,0,0
1858,101,9505197,0,0,0
1859,101,9506016,1,0,0
1860,21,9506877,12,6,0
1861,101,9508991,2,1,0
1862,72,9509010,22,3,0
1864,101,9514537,0,0,0
1866,1,9522388,0,0,0
1867,101,9522790,0,0,0
1870,101,9531749,1,1,0
1871,422,9536105,34,36,0
1873,51,9544068,14,0,0
1874,11,9546231,0,0,0
1875,101,9573783,0,0,0
1876,76,9575068,3,33,0
1877,101,9576224,0,2,0
1878,101,9580549,1,0,0
1879,101,9586357,0,0,0
1882,101,9587198,1,0,0
1883,101,9589461,1,0,0
1884,101,9601257,0,0,0
1886,24,9609271,5,0,0
1887,38,9620401,31,7,0
1888,101,9621486,0,0,0
1889,101,9630894,0,0,0
1890,101,9631534,0,0,0
1891,101,9637401,0,0,0
1893,1077,9639889,77,42,2
1894,269,9656418,40,5,0
1895,101,9659756,4,13,0
1896,61,9662902,8,0,0
1898,101,9690159,1,0,0
1901,126,9717434,20,3,0
1902,101,9717626,0,0,0
1903,101,9718154,0,0,0
1904,101,9727210,0,0,0
1906,101,9729278,1,15,0
1907,101,9729331,0,0,0
1908,101,9732804,0,2,0
1909,6524,9732896,681,150,6
1910,101,9733528,0,0,0
1913,1175,9745126,98,65,0
1915,103,9749535,4,50,0
1916,376,9750380,11,6,0
1917,101,9755817,0,0,0
1918,101,9760192,3,0,0
1922,148,9779518,6,0,0
1924,101,9794096,0,0,0
1926,101,9809464,0,0,0
1929,133,9818830,8,3,0
1931,101,9825827,0,0,0
1934,4957,9828927,578,329,11
1935,111,9833439,6,35,0
1936,101,9836484,1,0,0
1937,101,9851243,0,0,0
1938,128,9855063,7,5,0
1939,151,9856657,33,11,0
1944,113,9887230,6,3,0
1945,674,9900387,191,7,0
1947,101,9910931,0,0,0
1949,101,9911996,1,0,0
1950,345,9914183,73,7,0
1951,179,9917553,17,6,0
1956,101,9956853,1,0,0
1957,1,9962195,2,0,0
1959,118,9989432,8,1,0
1961,119,10006775,6,0,0
1962,101,10007686,1,0,0
1963,165,10014336,40,5,0
1965,240,10081311,20,26,0
1966,137,10082396,14,0,0
1967,101,10092243,3,0,0
1968,101,10095460,0,0,0
1969,1,10109160,0,0,0
1970,75,10116370,16,20,0
1971,51,10120709,6,0,0
1972,101,10165255,0,0,0
1973,387,10172377,74,18,0
1974,101,10175726,1,0,0
1976,101,10193224,2,0,0
1977,830,10205342,124,111,0
1978,101,10209230,3,0,0
1979,1588,10233772,141,66,7
1983,101,10257577,9,15,0
1985,101,10268950,0,0,0
1987,101,10275147,4,0,0
1990,101,10310990,2,5,0
1991,668,10341024,120,68,1
1992,106,10342422,17,0,0
1993,101,10347305,4,5,0
1994,164,10350199,37,1,0
1996,101,10362493,0,4,0
1997,133,10364113,1,0,0
1999,101,10365091,1,2,0
2000,1,10379299,0,0,0
2002,121,10389784,6,0,0
2003,101,10391919,2,4,0
2006,101,10398492,7,2,0
2008,101,10408326,0,0,0
2010,101,10422729,1,1,0
2011,101,10422960,1,0,0
2013,101,10427335,1,0,0
2015,101,10428947,0,0,0
2017,101,10435707,0,0,0
2018,101,10443506,0,2,0
2019,99,10445661,7,11,0
2020,565,10446412,80,81,0
2023,88,10452034,5,1,0
2024,1,10457627,0,0,0
2025,72,8648971,29,4,0
2028,286,10482893,14,7,1
2030,41,10491692,10,1,0
2031,101,10498661,1,0,0
2032,101,10506073,0,0,0
2034,101,10524110,2,0,0
2036,301,10531677,65,105,1
2038,103,10533223,16,2,0
2039,103,10533862,8,37,0
2040,790,10539924,428,262,12
2041,101,10559832,2,0,0
2043,206,10579554,14,3,0
2044,258,10587160,15,21,0
2046,268,10598810,29,24,0
2048,101,10612793,0,0,0
2050,160,10615794,1,11,0
2051,101,10617784,0,0,0
2052,141,10622900,11,0,0
2054,101,10633810,2,0,0
2056,101,10641318,0,0,0
2059,101,10645110,0,1,0
2060,123,10645746,3,3,0
2063,185,10672828,18,1,0
2066,101,10687292,1,2,0
2067,315,10689027,78,68,0
2068,101,10706672,1,5,0
2071,151,10745839,10,1,0
2072,98,10762312,18,27,0
2073,756,10791836,53,110,0
2074,1239,10792096,124,2,0
2076,101,10811954,0,1,0
2077,86,10815151,11,15,0
2078,81,10815409,19,1,0
2079,183,10818507,6,4,0
2080,101,10824244,1,0,0
2081,101,10826972,1,0,0
2083,171,10871074,51,3,0
2084,11,10875991,3,0,0
2086,101,10896498,4,0,0
2088,101,10902452,2,0,0
2091,631,10926175,67,10,0
2092,101,10940111,2,0,0
2093,101,10946624,1,0,0
2094,101,10951297,3,0,0
2095,111,10952283,5,0,0
2101,211,10977342,14,3,0
2102,136,10979056,2,1,0
2104,11,11002346,0,0,0
2105,33,11024204,2,3,0
2107,101,11035585,1,0,0
2108,26,11040693,6,0,0
2110,101,11049168,31,1,0
2111,915,11055545,44,71,7
2113,247,11090788,27,17,0
2116,18088,11094754,3899,3274,43
2117,83,11094981,4,4,0
2119,101,11098476,1,0,0
2121,101,11098649,0,0,0
2122,101,11105589,4,0,0
2126,4536,11133766,798,642,5
2127,21,11041852,3,2,0
2129,3375,11145565,276,92,5
2131,108,11179862,0,5,0
2132,128,11185183,3,2,0
2134,111,11200695,5,0,0
2135,101,11205930,1,0,0
2137,39,11207368,7,0,0
2139,101,11221292,0,0,0
2141,130,11234762,21,0,0
2142,101,11241192,1,0,0
2143,101,11242813,3,0,0
2144,471,11243582,23,4,0
2145,101,11244851,1,0,0
2146,51,11252706,7,0,0
2147,133,11264035,9,0,0
2148,450,11270927,54,6,0
2149,120,11275782,15,17,0
2150,1969,11279757,196,62,0
2155,101,11314804,1,0,0
2156,101,6212249,2,6,0
2157,111,11339177,5,0,0
2159,101,11353539,2,6,0
2160,101,11356010,11,0,0
2164,922,11396809,185,65,1
2166,397,11399261,21,4,0
2168,206,11400619,23,1,0
2170,167,11450134,14,2,0
2171,63,11452338,7,2,0
2172,101,11460259,2,0,0
2175,1,11502712,0,0,0
2176,101,11515128,0,0,0
2177,101,11520003,0,4,0
2179,101,11529523,5,1,0
2180,101,11533014,0,0,0
2182,163,11548808,10,6,0
2187,101,11557336,2,0,0
2189,155,11568975,10,2,0
2190,101,11575415,1,0,0
2191,133,11576843,6,2,0
2192,206,11577654,12,1,0
2194,101,11587144,0,0,0
2195,163,11595404,36,79,0
2197,121,11608366,3,1,0
2198,196,11613542,8,3,0
2199,111,11618761,15,3,0
2201,101,11642580,3,0,0
2202,51,11650965,8,0,0
2203,101,11652789,1,0,0
2205,101,11656586,2,55,0
2206,101,11660906,0,0,0
2207,101,11662153,0,0,0
2210,101,11687573,2,2,0
2213,101,11698397,0,0,0
2216,101,11718505,1,0,0
2218,116,11723873,15,4,0
2219,101,11726926,0,1,0
2220,101,11728173,1,0,0
2221,283,11730303,22,2,0
2223,8,11741747,58,0,0
2224,113,11753209,10,0,0
2226,118,11765564,13,10,0
2227,101,11772155,7,3,0
2228,18,11784214,4,0,0
2230,116,11796178,8,4,0
2232,101,11798220,0,0,0
2237,126,11838361,4,1,0
2238,173,11839018,13,1,0
2240,101,11843407,1,0,0
2241,1,11891060,3,0,0
2243,101,11895357,1,0,0
2244,101,11896381,2,2,0
2246,41,11834653,5,2,0
2247,201,11912601,23,0,0
2249,101,11922467,0,0,0
2251,243,11930882,29,6,0
2252,457,11943906,34,83,1
2255,101,11958676,2,1,0
2260,287,11986541,7,60,0
2261,155,11989918,9,4,0
2262,61,12000514,5,21,0
2263,1,12015773,0,0,0
2267,101,12069930,5,0,0
2269,101,12079464,2,5,0
2271,21,12097009,2,0,0
2273,101,12147907,1,2,0
2275,101,12169575,0,0,0
2280,276,12202496,14,1,0
2283,144,12223054,20,0,0
2284,101,12225553,1,3,0
2286,101,12239311,0,1,0
2289,128,12253407,7,16,0
2293,213,12289225,8,4,0
2294,110,12293000,18,8,0
2296,101,12314427,0,0,0
2300,101,12327761,1,0,0
2306,151,12335520,6,1,0
2308,33,12345538,2,3,0
2310,3016,12361717,2342,220,2
2311,101,12374447,0,0,0
2312,111,12374846,39,9,0
2313,101,12383270,1,4,0
2314,126,12385069,8,39,0
2316,182,12395303,16,2,0
2317,101,12402087,1,0,0
2319,101,12408654,0,0,0
2320,11,12408883,3,0,0
2321,101,12411427,0,1,0
2322,131,12412542,39,48,0
2324,101,12440069,0,0,0
2325,27,12444875,14,3,0
2328,148,12470657,14,44,0
2329,59,12477152,79,0,0
2330,101,12502745,0,3,0
2331,101,12511846,4,0,0
2332,101,12515497,3,0,0
2336,108,12535729,3,3,0
2338,101,12545736,0,3,0
2339,555,12548191,62,6,1
2340,101,12549201,0,0,0
2341,18,12569509,8,0,0
2342,121,12575729,4,0,0
2343,101,12594275,0,10,0
2344,114,12597494,9,2,0
2345,101,12603691,3,0,0
2346,101,12603850,0,0,0
2349,1,12620068,1,0,0
2354,116,12664568,2,0,0
2356,103,12693765,2,5,0
2357,101,12709356,0,0,0
2361,128,12716469,3,0,0
2362,16,12756148,3,0,0
2364,101,12776667,1,4,0
2367,83,12785966,19,0,0
2371,53,12806198,4,0,0
2373,101,12817516,0,8,0
2374,101,12824323,0,0,0
2376,41,12830376,8,0,0
2379,23,12793545,6,1,0
2380,118,12850286,3,1,0
2384,11,12859317,3,0,0
2385,25,12895224,0,0,0
2386,1,12899841,0,0,0
2387,249,12900264,22,4,0
2388,1,12902032,5,0,0
2390,101,12915445,0,0,0
2391,101,12916199,0,0,0
2392,11860,12918440,2359,883,7
2395,123,12935203,3,0,0
2398,13,12945346,2,0,0
2399,68,12948757,8,0,0
2401,101,12954089,3,1,0
2402,26,12967190,0,1,0
2403,378,12986780,29,5,0
2405,191,13007688,13,12,0
2407,348,13012637,28,2,0
2409,101,13030632,0,0,0
2411,101,13057644,0,0,0
2412,101,13060717,0,0,0
2413,101,13066886,0,0,0
2417,1,13086651,0,0,0
2418,101,13090628,2,38,0
2419,101,13100891,0,0,0
2421,101,13107505,0,0,0
2423,6,13108773,2,0,0
2425,1230,13109899,238,51,3
2426,190,13114799,20,21,0
2431,101,13120523,1,0,0
2433,101,13137499,0,3,0
2434,121,13149271,0,4,0
2436,103,13175625,2,0,0
2437,101,13184584,0,0,0
2439,101,13189153,0,3,0
2440,138,13200710,13,2,0
2443,138,13211755,4,2,0
2451,140,13319436,8,3,0
2453,101,13340624,0,0,0
2454,81,13358998,12,0,0
2455,101,13361826,0,0,0
2456,376,10632153,40,18,0
2460,101,13387691,0,0,0
2461,101,13391784,2,7,0
2467,101,13427622,0,0,0
2469,101,13434770,0,0,0
2470,128,13439320,7,1,0
2472,91,13454212,11,0,0
2473,73,13386243,11,0,0
2476,101,13472602,0,2,0
2477,101,13473912,0,0,0
2479,191,13503009,1,0,0
2483,101,13520540,0,0,0
2485,2012,13536713,216,458,17
2487,101,13538783,0,0,0
2488,327,13542218,49,14,1
2489,131,13543976,23,1,0
2492,101,13547350,1,0,0
2495,101,13578633,2,1,0
2496,101,13580783,2,1,0
2497,101,13581185,0,0,0
2498,71,13582870,4,0,0
2499,101,13584065,0,0,0
2500,101,13585929,1,0,0
2503,101,13597808,0,0,0
2505,116,13615638,1,0,0
2510,16,13644097,1,0,0
2511,101,13650751,15,6,0
2513,399,13658784,63,68,0
2516,127,13686201,14,0,0
2517,101,13688908,2,1,0
2519,101,13698601,0,0,0
2520,101,13712234,2,0,0
2521,101,13715325,1,0,0
2522,161,13742721,2,38,0
2523,101,13773406,1,1,0
2526,356,13850487,54,2,0
2529,101,13889093,0,0,0
2530,101,13892049,1,2,0
2531,101,13892573,1,0,0
2534,60,13925533,6,2,0
2535,233,13929658,31,1,0
2536,16,13942813,6,1,0
2538,101,13983746,0,0,0
2539,521,14006122,18,1,0
2540,236,14009819,32,2,0
2543,101,14020846,1,2,0
2544,216,14040853,22,3,0
2546,949,14050522,77,17,3
2548,101,14056011,1,0,0
2549,111,14056326,6,0,0
2550,101,14065808,1,3,0
2551,101,14066341,2,2,0
2552,101,14067971,1,0,0
2555,101,14077713,0,0,0
2561,21,14135230,1,1,0
2563,101,14144962,0,1,0
2564,13,14147059,3,0,0
2565,101,14151806,2,0,0
2566,122,13689328,24,7,0
2567,101,14165416,2,0,0
2568,1,14174285,0,0,0
2569,101,14180657,3,1,0
2570,101,14183572,1,0,0
2571,26,14191390,5,0,0
2572,101,14202936,0,0,0
2573,1,14207336,1,0,0
2577,101,14233301,0,1,0
2582,23,14248522,2,0,0
2583,101,14254904,0,0,0
2584,1,14257372,0,0,0
2585,126,14276387,11,2,0
2586,151,14278923,4,1,0
2587,61,14282309,5,0,0
2588,101,14295245,1,0,0
2589,101,14307113,2,2,0
2590,125,14307789,5,2,0
2591,266,14309599,6,0,0
2592,802,14310880,323,9,20
2593,101,14338065,0,0,0
2594,101,14342231,3,2,0
2595,101,14352064,4,8,0
2597,38,14377416,0,1,0
2599,163,14419473,10,7,0
2601,6,14440343,0,0,0
2602,101,14451877,0,0,0
2604,43,14458961,2,2,0
2605,23,14467449,2,3,0
2609,101,14490482,0,0,0
2610,23,14492637,2,4,0
2614,101,14526627,0,0,0
2615,101,14550719,1,0,0
2616,138,14561992,22,11,0
2617,156,14515191,18,0,1
2619,101,14579547,1,0,0
2621,101,14591028,0,2,0
2622,179,14592406,13,24,0
2623,101,14593008,1,0,0
2624,168,14593014,10,4,0
2629,186,14635741,16,0,0
2631,121,14642347,3,1,0
2632,103,14643483,0,0,0
2633,101,14645937,11,4,0
2634,171,14648038,61,0,0
2635,393,14651746,75,38,1
2636,101,14655991,6,3,0
2638,6,14665007,0,0,0
2640,101,14666538,0,0,0
2641,11,14666931,0,0,0
2643,31,14667587,3,0,0
2644,26,14667972,22,0,0
2645,3561,14669978,585,613,0
2649,153,14709136,3,1,0
2650,16,14710342,3,2,0
2651,101,14713232,0,0,0
2652,179,14722373,47,4,0
2653,101,14726225,0,0,0
2654,18,14737734,1,0,0
2656,101,14742738,1,0,0
2658,523,14753576,21,6,0
2659,75,14757021,11,5,0
2660,485,14762366,113,54,2
2661,101,14765548,0,0,0
2662,101,14766669,0,2,0
2664,115,14793996,2,0,0
2665,279,14803814,39,10,0
2667,141,14823713,7,1,0
2669,6078,14665386,776,1146,351
2670,101,14829133,1,0,0
2671,101,14830982,11,0,0
2672,101,14831337,0,0,0
2676,691,14844284,91,114,0
2680,16,14872523,0,0,0
2681,101,14875061,0,1,0
2683,101,14890429,6,2,0
2684,101,14896904,0,1,0
2688,101,14917069,1,0,0
2690,108,14921283,9,3,0
2691,101,14922416,2,0,0
2692,101,14923393,0,0,0
2693,148,14929363,2,1,0
2694,101,14933489,0,1,0
2696,151,14938645,34,0,0
2697,101,14943355,1,0,0
2698,118,14946103,4,0,0
2700,101,14967319,0,0,0
2701,101,14968768,0,0,0
2703,101,14991844,0,0,0
2704,368,15014618,57,6,0
2705,101,15019511,0,0,0
2706,118,15026303,4,13,0
2708,101,15058032,2,0,0
2711,11,15094175,0,0,0
2714,501,15112455,56,74,1
2717,133,15139587,3,1,0
2719,1273,15155642,146,439,0
2721,151,15181038,6,2,0
2724,31,15194538,5,0,0
2725,118,15198191,44,8,0
2726,168,15198230,4,21,0
2728,926,15200848,67,7,0
2729,136,15203564,7,0,0
2730,61,15207107,9,0,0
2732,143,15254417,4,6,0
2734,130,15274427,7,1,0
2735,101,15279128,8,0,0
2736,101,15288148,0,0,0
2739,180,15302877,18,35,0
2742,66,15321317,15,1,0
2743,101,15325591,1,0,0
2745,101,15336924,0,0,0
2746,178,15338384,16,16,0
2748,101,15344878,0,0,0
2750,821,15349644,101,187,3
2751,101,15356991,3,2,0
2753,1,15369067,1,0,0
2755,33,15385035,1,1,0
2759,143,15408014,8,4,0
2761,86,15417475,13,1,0
2764,101,15422679,0,0,0
2765,21,15424896,0,0,0
2767,123,15431577,6,1,0
2768,106,15440216,1,0,0
2769,31,15445559,4,0,0
2770,148,15447510,31,41,0
2772,287,15451030,25,17,0
2773,485,15454165,76,11,4
2774,101,15458603,0,0,0
2775,2430,15466388,155,156,2
2776,101,15470389,2,0,0
2778,101,15497814,0,0,0
2779,21,15502745,20,0,0
2782,101,15520460,0,0,0
2783,97,15520603,6,2,0
2786,101,15546591,1,0,0
2788,16,15549836,2,0,0
2789,86,15552685,11,14,0
2790,101,15558350,0,1,0
2791,101,15568677,0,0,0
2793,52,15603136,7,0,0
2794,113,15605939,5,1,0
2795,185,15619061,43,93,1
2796,111,15621769,1,0,0
2797,101,15631386,0,0,0
2798,1942,15646433,189,366,2
2799,101,15655997,4,0,0
2800,105,15680484,13,4,0
2801,189,15696887,14,2,0
2802,46,15698978,33,5,0
2804,101,15723433,2,3,0
2806,28,15757084,12,2,0
2807,151,15782121,7,6,0
2808,135,15789874,4,2,0
2809,101,15794681,0,2,0
2810,101,15799934,0,2,0
2811,101,15802970,2,0,0
2813,101,15805514,0,4,0
2814,128,15806534,14,0,0
2816,47,15813440,13,4,0
2817,9604,15818651,1244,1437,8
2818,101,15822378,0,0,0
2820,307,15837964,14,12,0
2822,106,15844181,3,2,0
2824,306,15850911,28,26,0
2828,101,15881447,0,1,0
2830,246,15884739,16,53,0
2831,36,15886004,7,0,0
2832,138,15891733,2,4,0
2833,281,15900122,25,8,2
2836,106,15938836,5,2,0
2838,214,15945384,11,9,0
2839,1,15953964,1,0,0
2841,101,15966291,0,0,0
2842,187,15971975,16,2,0
2843,101,15985274,0,0,0
2847,101,16025661,0,0,0
2848,160,16040114,20,25,0
2849,576,16040259,76,18,0
2852,101,16066729,0,0,0
2853,101,16070595,0,0,0
2854,101,16083986,3,0,0
2855,101,16084927,0,0,0
2856,101,16104664,0,3,0
2857,101,16106894,0,0,0
2860,3359,16124904,467,134,7
2861,1,16136544,0,0,0
2863,101,16140985,0,1,0
2864,108,16142401,3,3,0
2865,109,16142803,4,1,0
2866,138,16146842,21,4,0
2867,101,16155962,0,2,0
2875,86,16201774,8,1,0
2876,103,16242239,1,1,0
2878,135,16270898,2,10,0
2880,136,16283117,6,0,0
2881,101,16286402,0,0,0
2884,101,16302290,8,1,0
2885,107,16314254,27,9,0
2887,101,16323790,0,3,0
2888,101,16357595,0,0,0
2889,153,16370834,97,0,0
2890,101,16372407,0,0,0
2894,101,16386885,0,0,0
2896,101,16400226,1,0,0
2897,101,16404813,4,0,0
2898,1102,16405751,105,60,2
2899,101,16410079,0,0,0
2901,101,16425113,0,0,0
2902,814,16433704,86,98,0
2904,161,16450428,25,7,0
2905,101,16453084,0,0,0
2906,101,16459052,0,1,0
2907,116,16459374,3,0,0
2908,6,16464084,8,0,0
2909,31,16465609,2,6,0
2910,103,16472297,6,6,0
2911,101,16475470,2,3,0
2912,263,16482554,83,107,0
2913,101,16483208,1,0,0
2914,152,16485622,36,9,0
2916,83,16496039,7,14,0
2917,308,16496673,8,17,0
2918,1,16501627,1,0,0
2919,101,16501839,3,0,0
2921,1177,16509702,153,804,48
2922,101,16521180,0,0,0
2923,101,16530137,0,0,0
2926,1,16546866,3,0,0
2929,28,16564828,3,11,0
2932,21,16576039,1,0,0
2933,26,16576170,1,0,0
2934,34,16446701,8,0,0
2938,36,16608698,4,0,0
2940,103,16622518,9,105,0
2941,101,16625514,1,0,0
2942,295,16625904,27,16,0
2945,101,16641987,0,0,0
2946,101,16644057,3,0,0
2950,128,16655825,3,1,0
2952,180,16663024,14,3,0
2953,51,16666456,4,0,0
2956,364,16699024,61,27,0
2958,10470,16703999,655,210,6
2959,79,15943306,10,5,0
2960,1,16720736,2,0,0
2961,128,16722475,10,3,0
2962,101,16734672,1,0,0
2965,420,16754226,33,33,2
2968,1,16764400,0,0,0
2970,13647,16839747,5441,2468,212
2971,101,16841140,8,0,0
2973,493,16845658,27,17,0
2974,1,16847293,0,0,0
2975,531,16854796,27,10,1
2977,101,16893177,0,3,0
2980,123,16900476,5,4,0
2981,1091,16909314,84,915,1
2984,97,16938711,7,4,0
2985,1,16957827,0,0,0
2986,78,16969545,17,1,0
2989,113,16981032,3,3,0
2990,101,16984066,0,0,0
2993,153,16993123,15,23,0
2994,101,17003750,1,0,0
2995,123,17015870,5,1,0
2996,125,17024824,7,1,0
2997,33,17036213,3,0,0
2998,68,17069098,6,0,0
2999,6,17071146,3,0,0
3000,106,17076247,1,0,0
3002,106,17096530,4,0,0
3004,101,17104450,0,0,0
3007,101,17109391,0,1,0
3008,247,17118914,20,5,0
3010,108,17123603,2,0,0
3011,101,17125947,0,0,0
3014,345,17157554,126,34,1
3015,101,17159754,5,2,0
3017,118,17164892,11,2,0
3018,128,17173209,2,5,0
3019,8045,17173898,500,228,57
3020,101,17173932,5,6,0
3025,254,17201424,21,26,0
3026,844,17206921,43,1,0
3028,101,17222701,0,8,0
